"CardName","Program","Issuer","Link","IntroOffer","Cash","Points","Nights","Credit","FeeWaived1stYr","Fee","Spend","img","Rate","MaxValue","isMax","newMax","x2017.04.04.1","x2017.04.04","x2017.04.03","x2017.03.23","x2017.03.22","x2017.03.21","x2017.03.19","x2017.03.18","x2017.03.16","x2017.03.15","x2017.03.14","x2017.03.13","x2017.03.10","x2017.03.09","x2017.03.07","x2017.03.06","x2017.03.03","x2017.03.02","x2017.03.01","x2017.02.28","x2017.02.27","x2017.02.24","x2017.02.23","x2017.02.22","x2017.02.21","x2017.02.16","x2017.02.15","x2017.02.13"
"LANPASS Visa Card","LANPASS","US","https://www.usbank.com/credit-cards/lanpass-visa-credit-card.html","Earn 15,000 Bonus Miles after your first card use.1",0,15000,0,0,1,45,0,"https://www.usbank.com//images/Credit_Cards_110x170/card_credit_110_70_LANPass.png?87128",0.01,150,TRUE,FALSE,150,150,150,150,150,150,150,150,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LANPASS Visa Secured Card","LANPASS","US","https://www.usbank.com/credit-cards/lanpass-visa-secured-credit-card.html","Earn 5,000 Bonus Miles after your first card use.2",0,5000,0,0,1,25,0,"https://www.usbank.com//images/Credit_Cards_110x170/card_credit_110_70_LANPass_sec.png?87647",0.01,50,TRUE,FALSE,50,50,50,50,50,50,50,50,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LANPASS Visa Signature Card","LANPASS","US","https://www.usbank.com/credit-cards/lanpass-visa-signature-credit-card.html","Earn 20,000 bonus miles after your first card use.1",0,20000,0,0,1,75,0,"https://www.usbank.com//images/Credit_Cards_110x170/card_credit_110_70_LANPass_sig.png?875498",0.01,200,TRUE,FALSE,200,200,200,200,200,200,200,200,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lowe's Business Rewards Card from American Express","American Express Membership Rewards","Amex","https://www.americanexpress.com/us/small-business/credit-cards/lowes-business-rewards-credit-card/44281?linknav=us-acq-open-aj-allcards-lowes-lm","Get the Card that rewards you with Lowe<U+0092>s Business Rewards points on everyday expenses.<U+0087>Plus, get 5% off Every Day from Lowe<U+0092>s on eligible Lowe<U+0092>s purchases.<U+0087>",0,0,0,0,0,0,0,"https://icm.aexp-static.com/Internet/Acquisition/US_en/AppContent/OPEN/AJ/ngaosbn/OAimages/amex-open/cardarts/thumbnail/flat/retina/flat-cardart-251.png?version=8",0.019,0,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Marriott Rewards Premier","Marriott","Chase","https://creditcards.chase.com/credit-cards/marriott-premier?iCELL=61FY","100,000 Bonus points after you spend $5,000 on purchases in your first 3 months from your account opening with your Marriott Rewards Premier credit card.",0,1e+05,0,0,0,85,5000,"https://creditcards.chase.com/R-Marketplace/1110008/images/cardart/marriott_premier_card.png",0.009,815,TRUE,FALSE,815,815,815,635,635,635,635,635,720,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635
"Marriott Rewards Premier Business","Marriott","Chase","https://creditcards.chase.com/credit-cards/small-business/marriott-premier-business?iCELL=61FY","80,000 Bonus points after you spend $3,000 on purchases in your first 3 months from your account opening with your Marriott Rewards Premier Business credit card.",0,80000,0,0,0,99,3000,"https://creditcards.chase.com/R-Marketplace/1110008/images/cardart/marriott_premier_biz_card.png",0.009,720,FALSE,FALSE,621,621,621,621,621,621,621,621,720,621,621,621,621,621,621,621,621,621,621,621,621,621,621,621,621,621,621,621
"Miles & More World Elite MasterCard","Miles & More","Barclay","https://home.barclaycardus.com/cards/lufthansa-miles-more-world-elite-mastercard.html",NA,0,35000,0,0,0,89,1000,"https://home.barclaycardus.com/content/dam/bcuspublic/card-plastic/card-front/lufthansa1.png",0.014,490,FALSE,FALSE,401,401,401,401,401,401,401,401,490,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,-89,-89,-89,-89
"MLB","BOA","BOA","https://www.bankofamerica.com/credit-cards/products/mlb-credit-cards/","Support a team you love and get a $100 online cash rewards bonus offer",100,0,0,0,0,0,500,"https://www.bankofamerica.com/content/images/ContextualSiteGraphics/CreditCardArt/en_US/Approved_PCM/dmlb_cshwldvhd_mc_250x158.png",0.01,100,TRUE,FALSE,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"NFL Extra Points Credit Card","NFL","Barclay","https://home.barclaycardus.com/cards/nfl-extra-points-credit-card.html","Earn 10,000 bonus points",0,10000,0,0,0,0,500,"https://home.barclaycardus.com/content/dam/bcuspublic/card-plastic/card-front/nfl1.png",0.01,100,TRUE,FALSE,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Norwegian Cruise Line","Norwegian","BOA","https://www.bankofamerica.com/credit-cards/products/norwegian-cruise-lines-credit-card/","Earn 10,000 Bonus WorldPoints<U+00AE> reward points if you make your first transaction in the first 90 days",0,10000,0,0,0,0,0,"https://www.bankofamerica.com/content/images/ContextualSiteGraphics/CreditCardArt/en_US/Approved_PCM/radz_wldvhd_mc_250x158.png",0.01,100,TRUE,FALSE,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Pink Ribbon BankAmericard Cash Rewards Credit Card","BOA","BOA","https://www.bankofamerica.com/credit-cards/products/susan-komen-credit-card/","$100 online cash rewards bonus offer. Help fight breast cancer.",100,0,0,0,0,0,500,"https://www.bankofamerica.com/content/images/ContextualSiteGraphics/CreditCardArt/en_US/Approved_PCM/qvyd_cshsigcm_v_250_188.png",0.01,100,TRUE,FALSE,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Platinum Delta SkyMiles Business Credit Card","Delta","Amex","https://www.americanexpress.com/us/small-business/credit-cards/platinum-delta-skymiles-business-credit-card/44281?linknav=us-acq-open-aj-allcards-platinumdelta-lm","Earn 5,000Medallion<U+00AE> Qualification Miles (MQMs)and 35,000 bonus miles after you spend $1,000 in purchases on your new Card in your first 3 months.<U+0086> In addition, earn a $100 statement credit after you make a Delta purchase with your new Card within your first 3 months.<U+0086>",100,35000,0,0,0,195,1000,"https://icm.aexp-static.com/Internet/Acquisition/US_en/AppContent/OPEN/AJ/ngaosbn/OAimages/amex-open/cardarts/thumbnail/flat/retina/flat-cardart-141.png?version=8",0.012,520,FALSE,FALSE,325,325,325,325,325,325,325,325,520,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325
"Platinum Delta SkyMiles Credit Card","Delta","Amex","https://www.americanexpress.com/us/credit-cards/card/platinum-delta-skymiles/","Earn 5,000 Medallion<U+00AE> Qualification Miles (MQMs)and 35,000 bonus miles after you spend $1,000 in purchases on your new Card in your first 3 months.<U+0086>In addition, earn a $100 statement credit after you make a Delta purchase with your new Card within your first 3 months.<U+0086>",100,35000,0,0,0,195,1000,"https://icm.aexp-static.com/Internet/Acquisition/US_en/AppContent/OneSite/category/cardarts/platinum-delta-skymiles.png",0.012,520,FALSE,FALSE,325,325,325,325,325,325,325,325,520,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325
"Plenti Credit Card from Amex","Plenti","Amex","https://www.americanexpress.com/us/credit-cards/card/plenti/","Earn 5,000 Plenti<U+00AE> Pointsafter you spend $250 in purchases on your Plenti<U+00AE> Credit Card from Amex within your first 3 months of Card Membership.<U+0086>",0,5000,0,0,0,0,250,"https://icm.aexp-static.com/Internet/Acquisition/US_en/AppContent/OneSite/category/cardarts/plenti-card.png",0.01,95,FALSE,FALSE,50,50,50,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
"Polaris Visa Card","FlexPoints","US","https://www.usbank.com/credit-cards/polaris-visa-credit-card.html","Get 5,000 bonus points after your first purchase that can be redeemed for a $50 Polaris Cash certificate.",0,5000,0,0,0,0,0,"https://www.usbank.com//images/Credit_Cards_110x170/card_credit_110_70_Polaris.png",0.01,50,TRUE,FALSE,50,50,50,50,50,50,50,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Premier Rewards Gold Card from American Express","American Express Membership Rewards","Amex","https://www.americanexpress.com/us/credit-cards/card/premier-rewards-gold/","Earn 25,000 Points<U+0086>after you spend $2,000 on purchases on your new Card in your first 3 months of Card Membership.<U+0086>",0,25000,0,100,1,195,2000,"https://icm.aexp-static.com/Internet/Acquisition/US_en/AppContent/OneSite/category/cardarts/premier-rewards-gold.png",0.019,575,TRUE,FALSE,575,575,575,575,575,575,575,575,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380
"Priceline Rewards Visa Card","Priceline","Barclay","https://home.barclaycardus.com/cards/priceline-rewards-visa-card.html","5,000 bonus points after first purchase",0,0,0,0,0,0,0,"https://home.barclaycardus.com/content/dam/bcuspublic/card-plastic/card-front/priceline1.png",0.01,50,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50
"Princess Cruises Rewards Visa Card","Princess","Barclay","https://home.barclaycardus.com/cards/princess-cruises-rewards-visa-card.html","5,000 bonus points after first purchase",0,5000,0,0,0,0,0,"https://home.barclaycardus.com/content/dam/bcuspublic/card-plastic/card-front/princess1.png",0.01,50,TRUE,FALSE,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
"Ralphs Rewards Visa Card","FlexPoints","US","https://www.usbank.com/credit-cards/ralphs-rewards-plus-visa-credit-card.html","Everyday rewards for everyday shopping when you use the Ralphs Rewards Visa<U+00AE> Card",0,0,0,0,0,0,0,"https://www.usbank.com//images/Credit_Cards_110x170/card_credit_S_Ralphs.jpg",0.01,0,TRUE,FALSE,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RCI Elite Rewards MasterCard","RCI","Barclay","https://home.barclaycardus.com/cards/rci-elite-rewards-mastercard.html","2,500 bonus rewards after your first purchase",0,2500,0,0,0,0,0,"https://home.barclaycardus.com/content/dam/bcuspublic/card-plastic/card-front/rci1.png",0.01,25,TRUE,FALSE,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
"REI MasterCard","FlexPoints","US","https://www.usbank.com/credit-cards/rei-mastercard.html","The REI MasterCard is the only credit card that helps you get a bigger REI dividend and gives back to the outdoors. Everyday purchases increase your dividend when you use your REI MasterCard.",0,0,0,0,0,0,0,"https://www.usbank.com//images/credit-card/110x70-REI-r.png",0.01,1,FALSE,FALSE,0,0,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REWARDS Visa Card","FlexPoints","US","https://www.usbank.com/credit-cards/1-2-3-rewards-visa-credit-card.html","Get unlimited rewards at Kroger, King Soopers, City Market, Dillons, Baker's, Smith's, Fry's and QFC.",0,0,0,0,0,0,0,"https://www.usbank.com//images/Credit_Cards_110x170/card_credit_S_1-2-3Rewards.jpg",0.01,0,TRUE,FALSE,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Royal Caribbean","Royal","BOA","https://www.bankofamerica.com/credit-cards/products/royal-caribbean-credit-card/","10,000 MyCruise<U+00AE> bonus points offer",0,10000,0,0,0,0,3500,"https://www.bankofamerica.com/content/images/ContextualSiteGraphics/CreditCardArt/en_US/Approved_PCM/raem_sigcm_v_250x158.png",0.01,100,TRUE,FALSE,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"SimplyCash Plus Business Credit Card","American Express Membership Rewards","Amex","https://www.americanexpress.com/us/small-business/credit-cards/simply-cash-plus-business-credit-card/44281?linknav=us-acq-open-aj-allcards-simplycashplus-lm","Earn cash back on the category of your choice and pay no annual fee.<U+0087>",0,0,0,0,0,0,0,"https://icm.aexp-static.com/Internet/Acquisition/US_en/AppContent/OPEN/AJ/ngaosbn/OAimages/amex-open/cardarts/thumbnail/flat/retina/flat-cardart-1043.png?version=8",0.019,0,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SkyBlue SKYPASS Visa Card","SKYPASS","US","https://www.usbank.com/credit-cards/skyblue-skypass-visa-credit-card.html","Earn 5,000 SKYPASS Bonus Miles after your first purchase.1",0,5000,0,0,0,0,0,"https://www.usbank.com//images/credit-card/skyblue-skypass-visa-compare.png",0.017,85,TRUE,FALSE,85,85,85,85,85,85,85,85,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SKYPASS Visa Classic Card","SKYPASS","US","https://www.usbank.com/credit-cards/skypass-visa-classic-credit-card.html","Earn 5,000 SKYPASS Bonus Miles after your first purchase.1",0,5000,0,0,0,50,0,"https://www.usbank.com//images/credit-card/skypass-visa-classic-compare.png",0.017,85,FALSE,FALSE,35,35,35,35,35,35,35,35,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SKYPASS Visa Secured Card","SKYPASS","US","https://www.usbank.com/credit-cards/skypass-visa-secured-credit-card.html","Earn 5,000 Bonus Miles after your first purchase.2",0,5000,0,0,0,50,0,"https://www.usbank.com//images/credit-card/skypass-visa-classic-compare.png",0.017,85,FALSE,FALSE,35,35,35,35,35,35,35,35,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SKYPASS Visa Signature Card","SKYPASS","US","https://www.usbank.com/credit-cards/skypass-visa-signature-credit-card.html","Earn 15,000 SKYPASS Bonus Miles after your first purchase.1",0,15000,0,0,0,80,0,"https://www.usbank.com//images/credit-card/skypass-visa-signature-compare.png",0.017,255,FALSE,FALSE,175,175,175,175,175,175,175,175,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Southwest Rapid Rewards Plus","Southwest","Chase","https://creditcards.chase.com/credit-cards/southwest-plus?iCELL=61FY","50,000 bonus points after you spend $2,000 on purchases in the first 3 months your account is open.",0,50000,0,0,0,69,2000,"https://creditcards.chase.com/R-Marketplace/1110008/images/cardart/swa_plus_card.png",0.015,750,FALSE,FALSE,681,681,681,681,681,681,681,681,750,681,681,681,681,681,681,681,681,681,681,681,681,681,681,681,681,681,681,681
"Southwest Rapid Rewards Premier Business","Southwest","Chase","https://creditcards.chase.com/credit-cards/small-business/southwest-premier-business?iCELL=61FY","60,000 bonus points after you spend $3,000 on purchases in the first 3 months your account is open.",0,60000,0,0,0,99,3000,"https://creditcards.chase.com/R-Marketplace/1110008/images/cardart/swa_premier_biz_card.png",0.015,900,FALSE,FALSE,801,801,801,801,801,801,801,801,900,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801
"Spirit Airlines","BOA","BOA","https://www.bankofamerica.com/credit-cards/products/spirit-airlines-credit-card/","15,000 bonus miles offer",0,15000,0,0,1,59,0,"https://www.bankofamerica.com/content/images/ContextualSiteGraphics/CreditCardArt/en_US/Approved_PCM/ragb_wldcm_mc_250x158.png",0.01,150,TRUE,FALSE,150,150,150,150,150,150,150,150,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
"Starwood Preferred Guest Business Credit Card","Starwood","Amex","https://www.americanexpress.com/us/small-business/credit-cards/starwood-business-credit-card/44281?linknav=us-acq-open-aj-allcards-starwood-lm","LIMITED TIME OFFEREarn up to 35,000 Bonus Starpoints<U+00AE>Earn 25,000 bonus Starpoints after you use your new Card to make $5,000 in purchases within the first 3 months and an extra 10,000 bonus Starpoints after you make an additional $3,000 in purchases within the first 6 months. Offer ends 4/5/2017.<U+0086>",0,25000,0,0,1,95,5000,"https://icm.aexp-static.com/Internet/Acquisition/US_en/AppContent/OPEN/AJ/ngaosbn/OAimages/amex-open/cardarts/thumbnail/flat/retina/flat-cardart-474.png?version=8",0.027,675,TRUE,FALSE,675,675,675,675,675,675,675,675,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580
"The Business Gold Rewards Card","American Express Membership Rewards","Amex","https://www.americanexpress.com/us/small-business/credit-cards/american-express-gold-business-card/44281?linknav=us-acq-open-aj-allcards-goldcardfromopen-lm","Earn 50,000 Membership Rewards<U+00AE> points after you spend $5,000 in qualifying purchases on the Card within your first 3 months of Card Membership.<U+0086>",0,50000,0,0,1,175,5000,"https://icm.aexp-static.com/Internet/Acquisition/US_en/AppContent/OPEN/AJ/ngaosbn/OAimages/amex-open/cardarts/thumbnail/flat/retina/flat-cardart-111.png?version=8",0.019,950,TRUE,FALSE,950,950,950,950,950,950,950,950,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775
"The Enhanced Business Platinum Card","American Express Membership Rewards","Amex","https://www.americanexpress.com/us/small-business/credit-cards/business-platinum-card/44281?linknav=us-acq-open-aj-allcards-platinumcard-lm","Welcome OfferEarn up to 75,000 Membership Rewards<U+00AE> pointsEarn 50,000 Membership Rewards<U+00AE> points after you spend $10,000 and an extra 25,000 points after you spend an additional $10,000 all on qualifying purchases on the Business Platinum Card within your first 3 months of Card Membership.<U+0086>",0,75000,0,0,0,450,10000,"https://icm.aexp-static.com/Internet/Acquisition/US_en/AppContent/OPEN/AJ/ngaosbn/OAimages/amex-open/cardarts/thumbnail/flat/retina/flat-cardart-92.png?version=8",0.019,975,TRUE,FALSE,975,975,975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Hyatt Credit Card","Hyatt","Chase","https://creditcards.chase.com/credit-cards/hyatt?iCELL=61FY","2 free nights at Hyatt hotels and resorts worldwide after you make $2,000 on purchases in the first 3 months after account opening.",0,NA,2,0,0,75,2000,"https://creditcards.chase.com/R-Marketplace/1110008/images/cardart/hyatt_card.png",0.018,300,NA,NA,NA,NA,225,225,225,225,225,225,300,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225
"The Mercedes Benz Credit Card from American Express","American Express Membership Rewards","Amex","https://www.americanexpress.com/us/credit-cards/card/mercedes-benz/","10,000Membership Rewards<U+00AE> Points<U+0086>Earn 10,000 Membership Rewards<U+00AE> points after you use your new Card to make $1,000 in purchases within the first 3 months.<U+0086>",0,10000,0,0,0,95,1000,"https://icm.aexp-static.com/Internet/Acquisition/US_en/AppContent/OneSite/category/cardarts/mercedes-benz.png",0.019,190,FALSE,FALSE,95,95,95,95,95,95,95,95,190,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
"The Platinum Card from American Express","American Express Membership Rewards","Amex","https://www.americanexpress.com/us/credit-cards/card/platinum/","NEW WELCOME OFFEREarn 60,000 Membership Rewards<U+00AE> Pointsafter you use your new Card to make $5,000 in purchases in your first 3 months.<U+0086>",0,60000,0,200,0,0,5000,"https://icm.aexp-static.com/Internet/Acquisition/US_en/AppContent/OneSite/category/cardarts/platinum-card.png",0.019,1340,TRUE,FALSE,1340,1340,1340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Plum Card","American Express Membership Rewards","Amex","https://www.americanexpress.com/us/small-business/credit-cards/american-express-plum-card/44281?linknav=us-acq-open-aj-allcards-plum-lm","PAY EARLYGET A1.5%DISCOUNTWITH NO CAP <U+0087>PAY LATERTAKE UP TO60DAYS TO PAY WITHNO INTEREST <U+0087>",0,0,0,0,1,250,0,"https://icm.aexp-static.com/Internet/Acquisition/US_en/AppContent/OPEN/AJ/ngaosbn/OAimages/amex-open/cardarts/thumbnail/flat/retina/flat-cardart-499.png?version=8",0.019,0,TRUE,FALSE,0,0,0,0,0,0,0,0,-250,-250,-250,-250,-250,-250,-250,-250,-250,-250,-250,-250,-250,-250,-250,-250,0,-250,-250,-250
"The Ritz Carlton Rewards Credit Card","Ritz Carlton","Chase","https://creditcards.chase.com/credit-cards/ritz-carlton-rewards?iCELL=61FY","Two complimentary nights at any participating Tier 1-4 Ritz-Carlton hotel, after you spend $4,000 on purchases in the first 3 months after account opening.",0,NA,2,300,0,450,4000,"https://creditcards.chase.com/R-Marketplace/1110008/images/cardart/ritz_carlton_card.png",0.009,600,NA,NA,NA,NA,150,150,150,150,150,150,600,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150
"The Starwood Preferred Guest Credit Card from American Express","Starwood","Amex","https://www.americanexpress.com/us/credit-cards/card/starwood-preferred-guest/","Limited Time OfferEarn up to 35,000 Bonus Starpoints<U+00AE>Earn 25,000 bonus Starpoints<U+00AE> after you use your new Card to make $3,000 in purchases within the first 3 months and an extra 10,000 bonus Starpoints after you make an additional $2,000 in purchases within the first 6 months. Offer ends 04/05/2017.<U+0086>",0,25000,0,0,1,95,3000,"https://icm.aexp-static.com/Internet/Acquisition/US_en/AppContent/OneSite/category/cardarts/starwood-preferred-guest.png",0.027,675,TRUE,FALSE,675,675,675,675,675,675,675,675,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580
"U S Pride","BOA","BOA","https://www.bankofamerica.com/credit-cards/products/us-pride-military-credit-card/","$100 online cash rewards bonus offer",100,0,0,0,0,0,500,"https://www.bankofamerica.com/content/images/ContextualSiteGraphics/CreditCardArt/en_US/Approved_PCM/lafu_cshsigcm_v_250x158.png",0.01,100,TRUE,FALSE,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"United MileagePlus Club card","United","Chase","https://creditcards.chase.com/credit-cards/united-mileageplus-club?iCELL=61FY","$100 statement credit after your first purchase.",100,0,0,0,0,450,0,"https://creditcards.chase.com/R-Marketplace/1110008/images/cardart/united_club_card.png",0.015,100,FALSE,FALSE,-350,-350,-350,-350,-350,-350,-350,-350,100,-350,-350,-350,-350,-350,-350,-350,-350,-350,-350,-350,-350,-350,-350,-350,-350,-350,-350,-350
"United MileagePlus Explorer Business card","United","Chase","https://creditcards.chase.com/credit-cards/small-business/united-mileageplus-explorer-business?iCELL=61FY","50,000 bonus miles after you spend $3,000 on purchases in the first 3 months your account is open.",0,50000,0,0,1,95,3000,"https://creditcards.chase.com/R-Marketplace/1110008/images/cardart/united_biz_card.png",0.015,750,TRUE,FALSE,750,750,750,750,750,750,750,750,655,655,655,655,655,655,655,655,655,655,655,655,655,655,655,655,655,655,655,655
"United MileagePlus Explorer card","United","Chase","https://creditcards.chase.com/credit-cards/united-mileageplus-explorer?iCELL=61FY","50,000 bonus miles after you spend $3,000 on purchases in the first 3 months from account opening.",0,50000,0,0,0,95,3000,"https://creditcards.chase.com/R-Marketplace/1110008/images/cardart/united_mileageplus_explorer_card.png",0.015,1005,FALSE,FALSE,655,655,655,655,655,655,655,655,750,655,655,655,655,1005,1005,1005,1005,1005,1005,1005,1005,655,655,655,655,655,655,655
"US Bank Cash American Express Card","American","US","http://mycard.usbank.com/cash365Amex","The U.S. Bank Cash 365<U+0099> American Express<U+00AE> Card offers you 1.5% cash back1 on everyday net purchases.2",0,0,0,0,0,0,0,"https://www.usbank.com//images/Credit_Cards_110x170/cash_365_110_70.png",0.015,0,TRUE,FALSE,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US Bank Cash+ Visa Signature Card","FlexPoints","US","http://mycard.usbank.com/cashplus","Earn up to 5% cash back on categories you choose.2",0,0,0,0,0,0,0,"https://www.usbank.com//images/Credit_Cards_110x170/USB_Cash_Plus_Visa_110_70.png",0.01,0,TRUE,FALSE,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US Bank College Visa Card","FlexPoints","US","https://www.usbank.com/credit-cards/college.html","With tools and services designed for you, the U.S. Bank College Visa Card can guide you to smart spending <U+0096> and building good credit.1",0,0,0,0,0,0,0,"https://www.usbank.com//images/credit-card/usbank-compare.png",0.01,1,FALSE,FALSE,0,0,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US Bank FlexPerks Gold American Express Card","FlexPerks","US","http://mycard.usbank.com/flexperksgoldamex","With the new U.S. Bank FlexPerks<U+00AE> Gold American Express<U+00AE> Card, you earn premium rewards such as 3x points at restaurants1 and 2X points at gas stations2 and at airlines2 - which will help you reach your next travel experience that much quicker.",0,0,0,0,0,85,0,"https://www.usbank.com//images/Credit_Cards_110x170/Gold_Amex_110_70.png",0.015,0,FALSE,FALSE,-85,-85,-85,-85,-85,-85,-85,-85,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
